idx,name,ident,format,vendor,is_instrument,primary_category,categories,primary_category_v6,categories_v6
1019,VST: PurestSquish (airwindows),C:\Program Files\Common Files\VST2\Airwindows\PurestSquish64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1020,VST: PurestWarm (airwindows),C:\Program Files\Common Files\VST2\Airwindows\PurestWarm64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1021,VST: PurestWarm2 (airwindows),C:\Program Files\Common Files\VST2\Airwindows\PurestWarm264.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1022,VST: Pyewacket (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Pyewacket64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1023,VST: QuadFrohmage (Ohm Force),C:\Program Files\VSTPlugins\QuadFrohmage_vstwin_x64.dll,VST,Ohm Force,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
1024,VST3: Quadrant (Glitchmachines),C:\Program Files\Common Files\VST3\Quadrant.vst3,VST3,Glitchmachines,False,Glitch/Granular/Spectral,Glitch/Granular/Spectral,Glitch/Granular/Spectral,Glitch/Granular/Spectral
1025,VST: Quick Haas (Venn Audio),C:\Program Files\Common Files\VST2\QuickHaas.dll,VST,Venn Audio,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
1026,VST: Quilcom 4DS v1.00 (Spogg),C:\Program Files\Common Files\VST2\Quilcom 4ds\Quilcom 4DS v1.00 (64).dll,VST,Spogg,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
1027,VSTi: Quilcom B-2 BELLY v1.000 (Spogg),C:\Program Files\Common Files\VST2\Quilcom_B-2_BELLY_(64)\Quilcom B-2 BELLY v1.000 (64).dll,VSTI,Spogg,True,Instruments,Instruments,Instruments,Instruments
1028,VSTi: Quilcom B-2 CYMBALLIC v1.002 (Spogg),C:\Program Files\Common Files\VST2\Quilcom-B2-CYMBALLIC_Win64\Quilcom B-2 CYMBALLIC v1.002 (64).dll,VSTI,Spogg,True,Instruments,Instruments,Instruments,Instruments
1029,VSTi: Quilcom B-2 KICK v1.005-64 (Spogg),C:\Program Files\Common Files\VST2\Quilcom B-2 KICK v1.005 (64).dll,VSTI,Spogg,True,Instruments,Instruments,Instruments,Instruments
1030,VSTi: Quilcom B-2 SHAKE & SCRAPE v1.00 (Spogg),C:\Program Files\Common Files\VST2\Quilcom-B2-SHAKE-SCRAPE_Win64\Quilcom B-2 SHAKE & SCRAPE v1.006 (64).dll,VSTI,Spogg,True,Instruments,Instruments,Instruments,Instruments
1031,VSTi: Quilcom B-2 TOMSNARE v1.007 (Spogg),C:\Program Files\Common Files\VST2\Quilcom-B2-TOMSNARE_Win64\Quilcom B-2 TOMSNARE v1.007 (64).dll,VSTI,Spogg,True,Instruments,Instruments,Instruments,Instruments
1032,VSTi: Quilcom Chaos v1.03 (Rex Basterfield),C:\Program Files\Common Files\VST2\Quilcom-Chaos_Win64\Quilcom Chaos v1.03 (64).dll,VSTI,Rex Basterfield,True,Instruments,Instruments,Instruments,Instruments
1033,VST: Quilcom GONGVERB v1.00 (Rex Basterfield),C:\Program Files\Common Files\VST2\Quilcom-GONGVERB_(64)\Quilcom GONGVERB v1.00 (64).dll,VST,Rex Basterfield,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
1034,VSTi: Quilcom PTS v1.002 (Rex Basterfield),C:\Program Files\Common Files\VST2\Quilcom-PTS_Win64\Quilcom PTS v1.002 (64).dll,VSTI,Rex Basterfield,True,Instruments,Instruments,Instruments,Instruments
1035,VSTi: Quilcom SIM-DJEMBE v1.00 (Rex Basterfield),C:\Program Files\Common Files\VST2\Quilcom_SIM-DJEMBE_(64)\Quilcom SIM-DJEMBE v1.00 (64).dll,VSTI,Rex Basterfield,True,Instruments,Instruments,Instruments,Instruments
1036,VSTi: Quilcom SIM-DUNUN v1.001 (Rex Basterfield),C:\Program Files\Common Files\VST2\Quilcom_SIM-DUNUN_(64)\Quilcom SIM-DUNUN v1.001 (64).dll,VSTI,Rex Basterfield,True,Instruments,Instruments,Instruments,Instruments
1037,VSTi: Quilcom SIM-RHYTHMICON v1.00 (Rex Basterfield),C:\Program Files\Common Files\VST2\Quilcom-SIM-RHYTHMICON_(64)\Quilcom SIM-RHYTHMICON v1.00 (64).dll,VSTI,Rex Basterfield,True,Instruments,Instruments,Instruments,Instruments
1038,VST3: Rare (AnalogObsession),C:\Program Files\Common Files\VST3\Rare.vst3\Contents\x86_64-win\Rare.vst3,VST3,AnalogObsession,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip
1039,VST3: RareSE (AnalogObsession),C:\Program Files\Common Files\VST3\RareSE.vst3\Contents\x86_64-win\RareSE.vst3,VST3,AnalogObsession,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip
1040,VST: Raum (Native Instruments GmbH),C:\Program Files\VSTPlugins\Acon Digital\Raum.dll,VST,Native Instruments GmbH,False,Reverb,Reverb,Reverb,Reverb
1041,VST3: Raum (Native Instruments),C:\Program Files\Common Files\VST3\Raum.vst3,VST3,Native Instruments,False,Reverb,Reverb,Reverb,Reverb
1042,VST: RawGlitters (airwindows),C:\Program Files\Common Files\VST2\Airwindows\RawGlitters64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1043,VST: RawTimbers (airwindows),C:\Program Files\Common Files\VST2\Airwindows\RawTimbers64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1044,VST: ReaCast (Cockos),C:\Program Files\REAPER (x64)\Plugins\FX\reacast.dll,VST,Cockos,False,Other/Unknown,Other/Unknown,Utility/Routing,Utility/Routing
1045,VST: ReaComp (Cockos),C:\Program Files\REAPER (x64)\Plugins\FX\reacomp.dll,VST,Cockos,False,Other/Unknown,Other/Unknown,Dynamics,Dynamics
1046,VST: ReaComp (ReaPlugs Edition) (Cockos),C:\Program Files\Common Files\VST2\VSTPlugins\reacomp-standalone.dll,VST,Cockos,False,Other/Unknown,Other/Unknown,Dynamics,Dynamics
1047,VST: ReaControlMIDI (Cockos),C:\Program Files\REAPER (x64)\Plugins\FX\reacontrolmidi.dll,VST,Cockos,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
1048,VST: ReaControlMIDI (ReaPlugs editio (Cockos),C:\Program Files\Common Files\VST2\VSTPlugins\reacontrolmidi-standalone.dll,VST,Cockos,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
1049,VST: ReaDelay (Cockos),C:\Program Files\REAPER (x64)\Plugins\FX\readelay.dll,VST,Cockos,False,Other/Unknown,Other/Unknown,Delay,Delay
1050,VST: ReaDelay (ReaPlugs Edition) (Cockos),C:\Program Files\Common Files\VST2\VSTPlugins\readelay-standalone.dll,VST,Cockos,False,Other/Unknown,Other/Unknown,Delay,Delay
1051,VST: ReaEQ (Cockos),C:\Program Files\REAPER (x64)\Plugins\FX\reaeq.dll,VST,Cockos,False,Other/Unknown,Other/Unknown,EQ/Filter,EQ/Filter
1052,VST: ReaEQ (ReaPlugs Edition) (Cockos),C:\Program Files\Common Files\VST2\VSTPlugins\reaeq-standalone.dll,VST,Cockos,False,Other/Unknown,Other/Unknown,EQ/Filter,EQ/Filter
1053,VST: ReaFir (FFT EQ+Dynamics Processor) (Cockos),C:\Program Files\REAPER (x64)\Plugins\FX\reafir.dll,VST,Cockos,False,EQ/Filter,EQ/Filter,EQ/Filter,EQ/Filter; Metering/Analysis
1054,VST: ReaFir (ReaPlugs Edition) (Cockos),C:\Program Files\Common Files\VST2\VSTPlugins\reafir_standalone.dll,VST,Cockos,False,Other/Unknown,Other/Unknown,EQ/Filter,EQ/Filter
1055,VST: ReaGate (Cockos),C:\Program Files\REAPER (x64)\Plugins\FX\reagate.dll,VST,Cockos,False,Other/Unknown,Other/Unknown,Gate/TranceGate,Dynamics; Gate/TranceGate
1056,VST: ReaGate (ReaPlugs Edition) (Cockos),C:\Program Files\Common Files\VST2\VSTPlugins\reagate-standalone.dll,VST,Cockos,False,Other/Unknown,Other/Unknown,Gate/TranceGate,Dynamics; Gate/TranceGate
1057,VST: ReaInsert (Cockos),C:\Program Files\REAPER (x64)\Plugins\FX\reainsert.dll,VST,Cockos,False,Other/Unknown,Other/Unknown,Utility/Routing,Utility/Routing
1058,VST: ReaJS (Cockos),C:\Program Files\Common Files\VST2\VSTPlugins\reajs.dll,VST,Cockos,False,Other/Unknown,Other/Unknown,Utility/Routing,Utility/Routing
1059,VST: ReaLimit (Cockos),C:\Program Files\REAPER (x64)\Plugins\FX\realimit.dll,VST,Cockos,False,Other/Unknown,Other/Unknown,Limiter/Clipper,Dynamics; Limiter/Clipper
1060,VST: ReaNINJAM (Cockos),C:\Program Files\REAPER (x64)\Plugins\FX\reaninjam.dll,VST,Cockos,False,Other/Unknown,Other/Unknown,Utility/Routing,Utility/Routing
1061,VST: ReaPitch (Cockos),C:\Program Files\REAPER (x64)\Plugins\FX\reapitch.dll,VST,Cockos,False,Other/Unknown,Other/Unknown,Pitch/Time,Pitch/Time
1062,VSTi: ReaSamplOmatic5000 (Cockos),C:\Program Files\REAPER (x64)\Plugins\FX\reasamplomatic.dll,VSTI,Cockos,True,Instruments,Instruments,Instruments,Instruments
1063,VST: ReaStream (Cockos) (8ch),C:\Program Files\REAPER (x64)\Plugins\FX\reastream.dll,VST,Cockos,False,Other/Unknown,Other/Unknown,Utility/Routing,Utility/Routing
1064,VST: ReaStream (ReaPlugs Edition) (Cockos),C:\Program Files\Common Files\VST2\VSTPlugins\reastream-standalone.dll,VST,Cockos,False,Other/Unknown,Other/Unknown,Utility/Routing,Utility/Routing
1065,VST: ReaSurround (Cockos),C:\Program Files\REAPER (x64)\Plugins\FX\reasurround.dll,VST,Cockos,False,Other/Unknown,Other/Unknown,Spatial/Imaging,Spatial/Imaging
1066,VST: ReaSurroundPan (Cockos),C:\Program Files\REAPER (x64)\Plugins\FX\reasurround2.dll,VST,Cockos,False,Other/Unknown,Other/Unknown,Spatial/Imaging,Spatial/Imaging
1067,VSTi: ReaSynDr (Cockos) (4 out),C:\Program Files\REAPER (x64)\Plugins\FX\reasyndr.dll,VSTI,Cockos,True,Instruments,Instruments,Instruments,Instruments
1068,VSTi: ReaSynth (Cockos),C:\Program Files\REAPER (x64)\Plugins\FX\reasynth.dll,VSTI,Cockos,True,Instruments,Instruments,Instruments,Instruments
1069,VST: ReaTune (Cockos),C:\Program Files\REAPER (x64)\Plugins\FX\reatune.dll,VST,Cockos,False,Other/Unknown,Other/Unknown,Pitch/Time,Pitch/Time
1070,VST: ReaVerb (Cockos),C:\Program Files\REAPER (x64)\Plugins\FX\reaverb.dll,VST,Cockos,False,Other/Unknown,Other/Unknown,Reverb,Reverb
1071,VST: ReaVerbate (Cockos),C:\Program Files\REAPER (x64)\Plugins\FX\reaverbate.dll,VST,Cockos,False,Other/Unknown,Other/Unknown,Reverb,Reverb
1072,VST: ReaVocode (Cockos),C:\Program Files\REAPER (x64)\Plugins\FX\reavocode.dll,VST,Cockos,False,Other/Unknown,Other/Unknown,Pitch/Time,Pitch/Time
1073,VST: ReaVoice (Cockos),C:\Program Files\REAPER (x64)\Plugins\FX\reavoice.dll,VST,Cockos,False,Other/Unknown,Other/Unknown,Pitch/Time,Pitch/Time
1074,VST: ReaXcomp (Cockos),C:\Program Files\REAPER (x64)\Plugins\FX\reaxcomp.dll,VST,Cockos,False,Other/Unknown,Other/Unknown,Dynamics,Dynamics
1075,VST: ReaXcomp (ReaPlugs Edition) (Cockos),C:\Program Files\Common Files\VST2\VSTPlugins\reaxcomp-standalone.dll,VST,Cockos,False,Other/Unknown,Other/Unknown,Dynamics,Dynamics
1076,VST3: ReCenter (BOOM Interactive),C:\Program Files\Common Files\VST3\ReCenter.vst3,VST3,BOOM Interactive,False,Spatial/Imaging,Spatial/Imaging,Spatial/Imaging,Spatial/Imaging
1077,VST: ReCenter (BOOM Interactive),C:\Program Files\Steinberg\VSTPlugins\ReCenter.dll,VST,BOOM Interactive,False,Spatial/Imaging,Spatial/Imaging,Spatial/Imaging,Spatial/Imaging
1078,VST3: Rechoir (igorski.nl),C:\Program Files\Common Files\VST3\Rechoir.vst3,VST3,igorski.nl,False,Reverb,Reverb,Reverb,Reverb
1079,VST: Recurve (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Recurve64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1080,VST3: Refire (Outobugi),C:\Program Files\Common Files\VST3\Refire.vst3,VST3,Outobugi,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip
1081,VST3: Regrader (igorski.nl),C:\Program Files\Common Files\VST3\regrader.vst3,VST3,igorski.nl,False,LoFi/Degrade,LoFi/Degrade,LoFi/Degrade,LoFi/Degrade
1082,VST: Remap (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Remap64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1083,VST3: Renegate (Auburn Sounds),C:\Program Files\Common Files\VST3\Auburn Sounds Renegate-64.vst3,VST3,Auburn Sounds,False,Other/Unknown,Other/Unknown,Gate/TranceGate,Dynamics; Gate/TranceGate
1084,"VST: Replicant (Audio Damage, Inc.)",C:\Program Files\Steinberg\VSTPlugins\Audio Damage\Replicant.dll,VST,"Audio Damage, Inc.",False,Glitch/Granular/Spectral,Glitch/Granular/Spectral,Glitch/Granular/Spectral,Glitch/Granular/Spectral
1085,VST: Replika (Native Instruments GmbH),C:\Program Files\VSTPlugins\Acon Digital\Replika.dll,VST,Native Instruments GmbH,False,Delay,Delay,Delay,Delay
1086,VST3: Replika (Native Instruments),C:\Program Files\Common Files\VST3\Replika.vst3,VST3,Native Instruments,False,Delay,Delay,Delay,Delay
1087,VST: ResEQ (airwindows),C:\Program Files\Common Files\VST2\Airwindows\ResEQ64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,EQ/Filter,EQ/Filter
1088,VST: ResEQ2 (airwindows),C:\Program Files\Common Files\VST2\Airwindows\ResEQ264.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,EQ/Filter,EQ/Filter
1089,VST: Reverb (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Reverb64.dll,VST,airwindows,False,Reverb,Reverb,Reverb,Reverb
1090,VST: reverseDelay (EmRys),C:\Program Files\Common Files\VST2\reverseDelay_x64.dll,VST,EmRys,False,Delay,Delay,Delay,Delay
1091,VST: RezzoEQ (EvilTurtleProductions),C:\Program Files\Common Files\VST3\RezzoEQ.dll,VST,EvilTurtleProductions,False,EQ/Filter,EQ/Filter,EQ/Filter,EQ/Filter
1092,VST3: RezzoEQ (EvilTurtleProductions),C:\Program Files\Common Files\VST3\RezzoEQ.vst3,VST3,EvilTurtleProductions,False,EQ/Filter,EQ/Filter,EQ/Filter,EQ/Filter
1093,VST: RhythmDelayFree (D10Labo),C:\Program Files\Steinberg\VSTPlugins\RhythmDelayFree.dll,VST,D10Labo,False,Delay,Delay,Delay,Delay
1094,VST: Ribs (Eugene Yakshin),C:\Program Files\VSTPlugins\Ribs_x64.dll,VST,Eugene Yakshin,False,Glitch/Granular/Spectral,Glitch/Granular/Spectral,Glitch/Granular/Spectral,Glitch/Granular/Spectral
1095,VST: Righteous4 (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Righteous464.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1096,VST: RightoMono (airwindows),C:\Program Files\Common Files\VST2\Airwindows\RightoMono64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1097,VST: RingModulator (airwindows),C:\Program Files\Common Files\VST2\Airwindows\RingModulator64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1098,"VST3: RoughRider3 (Audio Damage, Inc.)",C:\Program Files\Common Files\VST3\RoughRider3.vst3,VST3,"Audio Damage, Inc.",False,Dynamics,Dynamics,Dynamics,Dynamics
1099,"VST: RoughRider3 (Audio Damage, Inc.)",C:\Program Files\Steinberg\VSTPlugins\Audio Damage\RoughRider3.dll,VST,"Audio Damage, Inc.",False,Dynamics,Dynamics,Dynamics,Dynamics
1100,VST3: Ruina (Noise Engineering),C:\Program Files\Common Files\VST3\Noise Engineering\Ruina.vst3,VST3,Noise Engineering,False,Other/Unknown,Other/Unknown,Noise/Generator,Noise/Generator
1101,VST: SampleDelay (airwindows),C:\Program Files\Common Files\VST2\Airwindows\SampleDelay64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Delay,Delay
1102,VST3: SampleSwap (Soifer Sound),C:\Program Files\Common Files\VST3\SoiferSound_SampleSwap.vst3,VST3,Soifer Sound,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
1103,VST3: SC AutoFilter (Stagecraft Software),C:\Program Files\Common Files\VST3\VST3\SC AutoFilter.vst3,VST3,Stagecraft Software,False,EQ/Filter,EQ/Filter; Modulation,EQ/Filter,EQ/Filter; Modulation
1104,VST3: SC BitCrusher (Stagecraft Software),C:\Program Files\Common Files\VST3\VST3\SC BitCrusher.vst3,VST3,Stagecraft Software,False,LoFi/Degrade,LoFi/Degrade; Saturation/Distortion,LoFi/Degrade,LoFi/Degrade; Saturation/Distortion
1105,VST: Scrubby (Destroy FX),C:\Program Files (x86)\Steinberg\VSTPlugins\dfx Scrubby.dll,VST,Destroy FX,False,Delay,Delay; Glitch/Granular/Spectral,Delay,Delay; Glitch/Granular/Spectral
1106,VST: SEGX2 Gate (Sonic Anomaly),C:\Program Files\Common Files\VST2\SEGX2 Gate.x64.dll,VST,Sonic Anomaly,False,Dynamics,Dynamics,Gate/TranceGate,Dynamics; Gate/TranceGate
1107,VST3: Selene (Auburn Sounds),C:\Program Files\Common Files\VST3\Auburn Sounds Selene.vst3\Contents\x86_64-win\Auburn Sounds Selene.vst3,VST3,Auburn Sounds,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
1108,VST: Shadow Hills Class A Mastering C (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\Shadow Hills Class A Mastering Comp.dll,VST,Plugin Alliance,False,Other/Unknown,Other/Unknown,Dynamics,Dynamics
1109,VST: Shadow Hills Mastering Compresso (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\Shadow Hills Mastering Compressor.dll,VST,Plugin Alliance,False,Other/Unknown,Other/Unknown,Dynamics,Dynamics
1110,VST: Shape (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Shape64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1111,VST: ShortBuss (airwindows),C:\Program Files\Common Files\VST2\Airwindows\ShortBuss64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1112,VST: SideDull (airwindows),C:\Program Files\Common Files\VST2\Airwindows\SideDull64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Spatial/Imaging,Spatial/Imaging
1113,VST: Sidepass (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Sidepass64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Spatial/Imaging,Spatial/Imaging
1114,VST: Silhouette (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Silhouette64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1115,VST3i: Sinc Vereor (Noise Engineering),C:\Program Files\Common Files\VST3\Noise Engineering\Sinc Vereor.vst3,VST3I,Noise Engineering,True,Instruments,Instruments,Instruments,Instruments
1116,VST: Sinew (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Sinew64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1117,VST: SingleEndedTriode (airwindows),C:\Program Files\Common Files\VST2\Airwindows\SingleEndedTriode64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1118,VST3i: Sitala (Decomposer) (32 out),C:\Program Files\Common Files\VST3\Sitala.vst3,VST3I,Decomposer,True,Instruments,Instruments,Instruments,Instruments
1119,VSTi: Sitala (Decomposer) (32 out),C:\Program Files\Steinberg\VSTPlugins\Sitala.dll,VSTI,Decomposer,True,Instruments,Instruments,Instruments,Instruments
1120,VST: Slew (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Slew64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1121,VST: Slew2 (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Slew264.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1122,VST: Slew3 (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Slew364.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1123,VST: SlewOnly (airwindows),C:\Program Files\Common Files\VST2\Airwindows\SlewOnly64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1124,VST: SlewSonic (airwindows),C:\Program Files\Common Files\VST2\Airwindows\SlewSonic64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1125,VST: Smear (x86) (++),C:\Program Files (x86)\Steinberg\VSTPlugins\Smear.dll,VST,++,False,Glitch/Granular/Spectral,Delay; Glitch/Granular/Spectral; Reverb,Glitch/Granular/Spectral,Delay; Glitch/Granular/Spectral; Reverb
1126,VST: Smooth (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Smooth64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1127,VST3: Smooth Operator (BABY Audio),C:\Program Files\Common Files\VST3\Smooth Operator.vst3\Contents\x86_64-win\Smooth Operator.vst3,VST3,BABY Audio,False,Other/Unknown,Other/Unknown,Glitch/Granular/Spectral,EQ/Filter; Glitch/Granular/Spectral
1128,VST: SmoothEQ (airwindows),C:\Program Files\Common Files\VST2\Airwindows\SmoothEQ64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,EQ/Filter,EQ/Filter
1129,VST3: Snap Heap (Kilohearts),C:\Program Files\Common Files\VST3\Kilohearts\Snap Heap.vst3,VST3,Kilohearts,False,Other/Unknown,Other/Unknown,Utility/Routing,Utility/Routing
