fx_display,fx_ident,fx_type,base_name,loaded_ok,load_name_used,param_count
,C:\Program Files\Common Files\VST3\Diagnostic Studio\Monitor-X\Monitor-X.vst3,,,1,VST3: Monitor-X (Duarte Vinagre),133
,C:\Program Files\Common Files\VST3\MoonEcho.vst3,,,1,VST3: Moon Echo (AudioThing),14
,C:\Program Files\Common Files\VST3\MeldaProduction\Tools\MOscillator.vst3,,,1,VST3: MOscillator (MeldaProduction),151
,C:\Program Files\Common Files\VST3\MeldaProduction\Tools\MOscilloscope.vst3,,,1,VST3: MOscilloscope (MeldaProduction),139
,C:\Program Files\Common Files\VST3\MeldaProduction\Modulation\MPhaser.vst3,,,1,VST3: MPhaser (MeldaProduction),157
,C:\Program Files\Common Files\VST3\MeldaProduction\Modulation\MPhaserMB.vst3,,,1,VST3: MPhaserMB (MeldaProduction),331
,C:\Program Files\Common Files\VST3\MeldaProduction\Dynamics\MPhatik.vst3,,,1,VST3: MPhatik (MeldaProduction),234
,C:\Program Files\Common Files\VST3\MeldaProduction\MPolySaturator.vst3,,,1,VST3: MPolySaturator (MeldaProduction),221
,C:\Program Files\Common Files\VST3\MeldaProduction\Tools\MRatio.vst3,,,1,VST3: MRatio (MeldaProduction),146
,C:\Program Files\Common Files\VST3\MeldaProduction\Tools\MRatioMB.vst3,,,1,VST3: MRatioMB (MeldaProduction),265
,C:\Program Files\Common Files\VST3\MeldaProduction\Tools\MRecorder.vst3,,,1,VST3: MRecorder (MeldaProduction),153
,C:\Program Files\Common Files\VST3\MeldaProduction\Reverb\MReverb.vst3,,,1,VST3: MReverb (MeldaProduction),255
,C:\Program Files\Common Files\VST3\MeldaProduction\Reverb\MReverbMB.vst3,,,1,VST3: MReverbMB (MeldaProduction),529
,C:\Program Files\Common Files\VST3\MeldaProduction\Time\MRhythmizer.vst3,,,1,VST3: MRhythmizer (MeldaProduction),224
,C:\Program Files\Common Files\VST3\MeldaProduction\Time\MRhythmizerMB.vst3,,,1,VST3: MRhythmizerMB (MeldaProduction),348
,C:\Program Files\Common Files\VST3\MeldaProduction\Modulation\MRingModulator.vst3,,,1,VST3: MRingModulator (MeldaProduction),152
,C:\Program Files\Common Files\VST3\MeldaProduction\Modulation\MRingModulatorMB.vst3,,,1,VST3: MRingModulatorMB (MeldaProduction),301
,C:\Program Files\Common Files\VST3\MeldaProduction\Modulation\MRotary.vst3,,,1,VST3: MRotary (MeldaProduction),429
,C:\Program Files\Common Files\VST3\Diagnostic Studio\MS-Meter\MS-Meter.vst3,,,1,VST3: MS-Meter (Duarte Vinagre),133
,C:\Program Files\Common Files\VST3\MeldaProduction\Distortion\MSaturator.vst3,,,1,VST3: MSaturator (MeldaProduction),157
,C:\Program Files\Common Files\VST3\MeldaProduction\Distortion\MSaturatorMB.vst3,,,1,VST3: MSaturatorMB (MeldaProduction),355
,C:\Program Files\Common Files\VST3\MSED.vst3,,,1,VST3: MSED (Voxengo),15
,C:\Program Files\Common Files\VST3\MeldaProduction\Delay\MSpectralDelay.vst3,,,1,VST3: MSpectralDelay (MeldaProduction),195
,C:\Program Files\Common Files\VST3\MeldaProduction\Dynamics\MSpectralDynamics.vst3,,,1,VST3: MSpectralDynamics (MeldaProduction),244
,C:\Program Files\Common Files\VST3\MeldaProduction\Dynamics\MSpectralDynamicsMini.vst3,,,1,VST3: MSpectralDynamicsMini (MeldaProduction),244
,C:\Program Files\Common Files\VST3\MeldaProduction\Stereo\MSpectralPan.vst3,,,1,VST3: MSpectralPan (MeldaProduction),177
,C:\Program Files\Common Files\VST3\MeldaProduction\Stereo\MStereoExpander.vst3,,,1,VST3: MStereoExpander (MeldaProduction),147
,C:\Program Files\Common Files\VST3\MeldaProduction\Stereo\MStereoGenerator.vst3,,,1,VST3: MStereoGenerator (MeldaProduction),224
,C:\Program Files\Common Files\VST3\MeldaProduction\Stereo\MStereoProcessor.vst3,,,1,VST3: MStereoProcessor (MeldaProduction),205
,C:\Program Files\Common Files\VST3\MeldaProduction\Stereo\MStereoScope.vst3,,,1,VST3: MStereoScope (MeldaProduction),137
,C:\Program Files\Common Files\VST3\MeldaProduction\Stereo\MStereoSpread.vst3,,,1,VST3: MStereoSpread (MeldaProduction),192
,C:\Program Files\Common Files\VST3\MeldaProduction\MSuperLooper.vst3,,,1,VST3: MSuperLooper (MeldaProduction),478
,C:\Program Files\Common Files\VST3\MeldaProduction\MSuperLooper16in16out.vst3,,,1,VST3: MSuperLooper16in16out (MeldaProduction) (32ch),478
,C:\Program Files\Common Files\VST3\MeldaProduction\MSuperLooper16out.vst3,,,1,VST3: MSuperLooper16out (MeldaProduction) (4->32ch),478
,C:\Program Files\Common Files\VST3\MeldaProduction\MTrackAlign.vst3,,,1,VST3: MTrackAlign (MeldaProduction),145
,C:\Program Files\Common Files\VST3\MeldaProduction\Dynamics\MTransient.vst3,,,1,VST3: MTransient (MeldaProduction),213
,C:\Program Files\Common Files\VST3\MeldaProduction\Dynamics\MTransientMB.vst3,,,1,VST3: MTransientMB (MeldaProduction),307
,C:\Program Files\Common Files\VST3\MeldaProduction\Modulation\MTremolo.vst3,,,1,VST3: MTremolo (MeldaProduction),151
,C:\Program Files\Common Files\VST3\MeldaProduction\Modulation\MTremoloMB.vst3,,,1,VST3: MTremoloMB (MeldaProduction),295
,C:\Program Files\Common Files\VST3\MeldaProduction\Tools\MTuner.vst3,,,1,VST3: MTuner (MeldaProduction),165
,C:\Program Files\Common Files\VST3\MeldaProduction\Distortion\MTurboAmp.vst3,,,1,VST3: MTurboAmp (MeldaProduction),924
,C:\Program Files\Common Files\VST3\MeldaProduction\Dynamics\MTurboComp.vst3,,,1,VST3: MTurboComp (MeldaProduction),208
,C:\Program Files\Common Files\VST3\MeldaProduction\Dynamics\MTurboCompMB.vst3,,,1,VST3: MTurboCompMB (MeldaProduction),596
,C:\Program Files\Common Files\VST3\MeldaProduction\Delay\MTurboDelay.vst3,,,1,VST3: MTurboDelay (MeldaProduction),264
,C:\Program Files\Common Files\VST3\MeldaProduction\Delay\MTurboDelayMB.vst3,,,1,VST3: MTurboDelayMB (MeldaProduction),980
,C:\Program Files\Common Files\VST3\MeldaProduction\EQ\MTurboEQ.vst3,,,1,VST3: MTurboEQ (MeldaProduction),176
,C:\Program Files\Common Files\VST3\MeldaProduction\Filter\MTurboFilter.vst3,,,1,VST3: MTurboFilter (MeldaProduction),257
,C:\Program Files\Common Files\VST3\MeldaProduction\Reverb\MTurboReverb.vst3,,,1,VST3: MTurboReverb (MeldaProduction),208
,C:\Program Files\Common Files\VST3\MeldaProduction\Reverb\MTurboReverbMB.vst3,,,1,VST3: MTurboReverbMB (MeldaProduction),628
,C:\Program Files\Common Files\VST3\MeldaProduction\Dynamics\MUltraMaximizer.vst3,,,1,VST3: MUltraMaximizer (MeldaProduction),155
,C:\Program Files\Common Files\VST3\MeldaProduction\MUnison.vst3,,,1,VST3: MUnison (MeldaProduction),429
,C:\Program Files\Common Files\VST3\MeldaProduction\Tools\MUtility.vst3,,,1,VST3: MUtility (MeldaProduction),183
,C:\Program Files\Common Files\VST3\MeldaProduction\Modulation\MVibrato.vst3,,,1,VST3: MVibrato (MeldaProduction),154
,C:\Program Files\Common Files\VST3\MeldaProduction\Modulation\MVibratoMB.vst3,,,1,VST3: MVibratoMB (MeldaProduction),313
,C:\Program Files\Common Files\VST3\MeldaProduction\Modulation\MVintageRotary.vst3,,,1,VST3: MVintageRotary (MeldaProduction),206
,C:\Program Files\Common Files\VST3\MeldaProduction\Filter\MVocoder.vst3,,,1,VST3: MVocoder (MeldaProduction),231
,C:\Program Files\Common Files\VST3\MeldaProduction\Distortion\MWaveFolder.vst3,,,1,VST3: MWaveFolder (MeldaProduction),149
,C:\Program Files\Common Files\VST3\MeldaProduction\Distortion\MWaveFolderMB.vst3,,,1,VST3: MWaveFolderMB (MeldaProduction),307
,C:\Program Files\Common Files\VST3\MeldaProduction\Distortion\MWaveShaper.vst3,,,1,VST3: MWaveShaper (MeldaProduction),164
,C:\Program Files\Common Files\VST3\MeldaProduction\Distortion\MWaveShaperMB.vst3,,,1,VST3: MWaveShaperMB (MeldaProduction),277
,C:\Program Files\Common Files\VST3\MeldaProduction\Filter\MWobbler.vst3,,,1,VST3: MWobbler (MeldaProduction),264
,C:\Program Files\Common Files\VST3\MeldaProduction\Filter\MWobblerMB.vst3,,,1,VST3: MWobblerMB (MeldaProduction),624
,C:\Program Files\Common Files\VST3\MeldaProduction\MXXX.vst3,,,1,VST3: MXXX (MeldaProduction),407
,C:\Program Files\Common Files\VST3\MeldaProduction\MXXX1.vst3,,,1,VST3: MXXX1 (MeldaProduction),407
,C:\Program Files\Common Files\VST3\MeldaProduction\MXXX6in6out.vst3,,,1,VST3: MXXX6in6out (MeldaProduction) (12ch),407
,C:\Program Files\Common Files\VST3\MeldaProduction\MXXX6out.vst3,,,1,VST3: MXXX6out (MeldaProduction) (4->12ch),407
,C:\Program Files\Common Files\VST3\NastyDLAmkIII (64).vst3,,,1,VST3: NastyDLAmkIII (Variety Of Sound),2108
,C:\Program Files\Common Files\VST3\NEOLD BIG AL.vst3,,,1,VST3: NEOLD BIG AL (Plugin Alliance),17
,C:\Program Files\Common Files\VST3\NEOLD OLDTIMER.vst3,,,1,VST3: NEOLD OLDTIMER (Plugin Alliance),24
,C:\Program Files\Common Files\VST3\NEOLD U17.vst3,,,1,VST3: NEOLD U17 (Plugin Alliance),22
,C:\Program Files\Common Files\VST3\NEOLD U2A.vst3,,,1,VST3: NEOLD U2A (Plugin Alliance),17
,C:\Program Files\Common Files\VST3\NEOLD V76U73.vst3,,,1,VST3: NEOLD V76U73 (Plugin Alliance),22
,C:\Program Files\Common Files\VST3\NEOLD WARBLE.vst3,,,1,VST3: NEOLD WARBLE (Plugin Alliance),20
,C:\Program Files\Common Files\VST3\NEOLD WUNDERLICH.vst3,,,1,VST3: NEOLD WUNDERLICH (Plugin Alliance),20
,C:\Program Files\Common Files\VST3\Neutone FX.vst3\Contents\x86_64-win\Neutone FX.vst3,,,1,VST3: Neutone FX (Neutone),12
,C:\Program Files\Common Files\VST3\viator-de-noiser-windows.vst3,,,1,VST3: Noise-Reducer (Viator DSP),7
,C:\Program Files\Common Files\VST3\OkaiR2R.vst3,,,1,VST3: OkaiR2R (EvilTurtleProductions),13
,C:\Program Files\Common Files\VST3\OldComms.vst3,,,1,VST3: OldComms (EvilTurtleProductions),15
,C:\Program Files\Common Files\VST3\OldSkoolVerb.vst3,,,1,VST3: OldSkoolVerb (Voxengo),17
,C:\Program Files\Common Files\VST3\OSS.vst3,,,1,VST3: OSS (AnalogObsession),18
,C:\Program Files\Common Files\VST3\OTT.vst3,,,1,VST3: OTT (Xfer Records),24
,C:\Program Files\Common Files\VST3\Acon Digital\OverHeat.vst3,,,1,VST3: OverHeat (Sampleson),4
,C:\Program Files\Common Files\VST3\Overtone GEQ.vst3,,,1,VST3: Overtone GEQ (Voxengo),22
,C:\Program Files\Common Files\VST3\iZotope\Ozone 12 Equalizer.vst3,,,1,VST3: Ozone 12 Equalizer (iZotope),110
,C:\Program Files\Common Files\VST3\iZotope\Ozone Imager 2.vst3,,,1,"VST3: Ozone Imager 2 (iZotope, Inc.)",7
,C:\Program Files\Common Files\VST3\Auburn Sounds Panagement 2-64.vst3,,,1,VST3: Panagement 2 (Auburn Sounds),49
,C:\Program Files\Common Files\VST3\Panflow.vst3,,,1,VST3: Panflow (Audiomodern),2101
,C:\Program Files\Common Files\VST3\PaulXStretch.vst3\Contents\x86_64-win\PaulXStretch.vst3,,,1,VST3: PaulXStretch (Sonosaurus) (18ch),2151
,C:\Program Files\Common Files\VST3\Pitch Drift.vst3\Contents\x86_64-win\Pitch Drift.vst3,,,1,VST3: Pitch Drift (BABY Audio),7
,C:\Program Files\Common Files\VST3\lkjb_PitchedDelay.vst3,,,1,VST3: PitchedDelay (Lkjb),2167
,C:\Program Files\Common Files\VST3\Platone Studio Alton Limiter.vst3,,,1,VST3: Platone Studio Alton Limiter (Platone Studio Ltd.),8
,C:\Program Files\Common Files\VST3\PreBOX.vst3\Contents\x86_64-win\PreBOX.vst3,,,1,VST3: PreBOX (AnalogObsession),12
,C:\Program Files\Common Files\VST3\Protoverb(x64).vst3,,,1,VST3: Protoverb (u-he),2089
,C:\Program Files\Common Files\VST3\PSPaudioware\PSP Chamber.vst3,,,1,VST3: PSP Chamber (PSPaudioware.com),22
,C:\Program Files\Common Files\VST3\PSPaudioware\PSP PianoVerb.vst3,,,1,VST3: PSP PianoVerb (PSPaudioware.com),13
,C:\Program Files\Common Files\VST3\PSPaudioware\PSP stepDelay.vst3,,,1,VST3: PSP stepDelay (PSPaudioware.com),50
,C:\Program Files\Common Files\VST3\PTEq-X.vst3,,,1,VST3: PTEq-X (Ignite Amps),30
,C:\Program Files\Common Files\VST3\Quadrant.vst3,,,1,VST3: Quadrant (Glitchmachines),2167
,C:\Program Files\Common Files\VST3\Rare.vst3\Contents\x86_64-win\Rare.vst3,,,1,VST3: Rare (AnalogObsession),15
,C:\Program Files\Common Files\VST3\RareSE.vst3\Contents\x86_64-win\RareSE.vst3,,,1,VST3: RareSE (AnalogObsession),27
,C:\Program Files\Common Files\VST3\Raum.vst3,,,1,VST3: Raum (Native Instruments),22
,C:\Program Files\Common Files\VST3\ReCenter.vst3,,,1,VST3: ReCenter (BOOM Interactive),14
,C:\Program Files\Common Files\VST3\Rechoir.vst3,,,1,VST3: Rechoir (igorski.nl),17
,C:\Program Files\Common Files\VST3\Refire.vst3,,,1,VST3: Refire (Outobugi),29
,C:\Program Files\Common Files\VST3\regrader.vst3,,,1,VST3: Regrader (igorski.nl),24
,C:\Program Files\Common Files\VST3\Auburn Sounds Renegate-64.vst3,,,1,VST3: Renegate (Auburn Sounds),36
,C:\Program Files\Common Files\VST3\Replika.vst3,,,1,VST3: Replika (Native Instruments),24
,C:\Program Files\Common Files\VST3\RezzoEQ.vst3,,,1,VST3: RezzoEQ (EvilTurtleProductions),17
,C:\Program Files\Common Files\VST3\RoughRider3.vst3,,,1,"VST3: RoughRider3 (Audio Damage, Inc.)",16
,C:\Program Files\Common Files\VST3\Noise Engineering\Ruina.vst3,,,1,VST3: Ruina (Noise Engineering),2172
,C:\Program Files\Common Files\VST3\SoiferSound_SampleSwap.vst3,,,1,VST3: SampleSwap (Soifer Sound),10
,C:\Program Files\Common Files\VST3\VST3\SC AutoFilter.vst3,,,1,VST3: SC AutoFilter (Stagecraft Software),2093
,C:\Program Files\Common Files\VST3\VST3\SC BitCrusher.vst3,,,1,VST3: SC BitCrusher (Stagecraft Software),2100
,C:\Program Files\Common Files\VST3\Auburn Sounds Selene.vst3\Contents\x86_64-win\Auburn Sounds Selene.vst3,,,1,VST3: Selene (Auburn Sounds),49
,C:\Program Files\Common Files\VST3\Shadow Hills Class A Mastering Comp.vst3,,,1,VST3: Shadow Hills Class A Mastering Comp (Plugin Alliance),44
,C:\Program Files\Common Files\VST3\Shadow Hills Mastering Compressor.vst3,,,1,VST3: Shadow Hills Mastering Compressor (Plugin Alliance),35
,C:\Program Files\Common Files\VST3\Smooth Operator.vst3\Contents\x86_64-win\Smooth Operator.vst3,,,1,VST3: Smooth Operator (BABY Audio),23
,C:\Program Files\Common Files\VST3\Kilohearts\Snap Heap.vst3,,,1,VST3: Snap Heap (Kilohearts),2257
,C:\Program Files\Common Files\VST3\Sonicrusher.vst3,,,1,VST3: Sonicrusher (Linda Audio),42
,C:\Program Files\Common Files\VST3\Sound Delay.vst3,,,1,VST3: Sound Delay (Voxengo),61
,C:\Program Files\Common Files\VST3\Spaced Out.vst3\Contents\x86_64-win\Spaced Out.vst3,,,1,VST3: Spaced Out (BABY Audio),49
,C:\Program Files\Common Files\VST3\SPAN Plus.vst3,,,1,VST3: SPAN Plus (Voxengo),6
,C:\Program Files\Common Files\VST3\Stereo Touch.vst3,,,1,VST3: Stereo Touch (Voxengo),16
,C:\Program Files\Common Files\VST3\Stimulate.vst3,,,1,VST3: Stimulate (Viator DSP),12
,C:\Program Files\Common Files\VST3\Mastrcode Music\Substrate\Substrate.vst3\Contents\x86_64-win\Substrate.vst3,,,1,VST3: Substrate (Mastrcode Music),143
,C:\Program Files\Common Files\VST3\Subvert2.vst3,,,1,VST3: Subvert2 (Glitchmachines),2304
,C:\Program Files\Common Files\VST3\Supercharger.vst3,,,1,VST3: Supercharger (Native Instruments),12
,C:\Program Files\Common Files\VST3\Surge Synth Team\Surge XT Effects.vst3\Contents\x86_64-win\Surge XT Effects.vst3,,,1,VST3: Surge XT Effects (Surge Synth Team),17
,C:\Program Files\Common Files\VST3\sweep.vst3\Contents\x86_64-win\sweep.vst3,,,1,VST3: Sweep (Lese),31
,C:\Program Files\Common Files\VST3\TAL-Reverb-4.vst3,,,1,VST3: TAL Reverb 4 Plugin (TAL-Togu Audio Line),24
,C:\Program Files\Common Files\VST3\TAL-Chorus-LX.vst3,,,1,VST3: TAL-Chorus-LX (TAL-Togu Audio Line),10
,C:\Program Files\Common Files\VST3\TAL-Filter-2.vst3,,,1,VST3: TAL-Filter-2 (TAL-Togu Audio Line),2098
,C:\Program Files\Common Files\VST3\TAL-Vocoder-2.vst3,,,1,VST3: TAL-Vocoder-2 (TAL-Togu Audio Line),2121
,C:\Program Files\Common Files\VST3\Tape Cassette 2.vst3,,,1,VST3: Tape Cassette 2 (Caelum Audio),13
,C:\Program Files\Common Files\VST3\TDR Kotelnikov.vst3,,,1,VST3: TDR Kotelnikov (Tokyo Dawn Labs),25
,C:\Program Files\Common Files\VST3\TDR Nova.vst3,,,1,VST3: TDR Nova (Tokyo Dawn Labs),79
,C:\Program Files\Common Files\VST3\TDR Prism.vst3,,,1,VST3: TDR Prism (Tokyo Dawn Labs),54
,C:\Program Files\Common Files\VST3\TDR VOS SlickEQ.vst3,,,1,VST3: TDR VOS SlickEQ (Tokyo Dawn Labs),25
,C:\Program Files\Common Files\VST3\Tempo Delay.vst3,,,1,VST3: Tempo Delay (Voxengo),41
,C:\Program Files\Common Files\VST3\TENSjr.vst3,,,1,VST3: TENSjr (Klanghelm),11
,C:\Program Files\Common Files\VST3\TEOTE.vst3,,,1,VST3: TEOTE (Voxengo),50
,C:\Program Files\Common Files\VST3\TEQ-421.vst3,,,1,VST3: TEQ-421 (Voxengo),10
,C:\Program Files\Common Files\VST3\Termos 1.1.0\Termos.vst3,,,1,VST3: Termos (Outobugi),13
,C:\Program Files\Common Files\VST3\TesslaSEmkIII (64).vst3,,,1,VST3: TesslaSEmkIII (Variety Of Sound),2090
,C:\Program Files\Common Files\VST3\THE OVEN.vst3,,,1,VST3: THE OVEN (Plugin Alliance),33
,C:\Program Files\Common Files\VST3\ThrillseekerXTCmkIII (64).vst3,,,1,VST3: ThrillseekerXTCmkIII (Variety Of Sound),2101
,C:\Program Files\Common Files\VST3\Toned_x64.vst3,,,1,VST3: Toned (LVC-Audio),26
,C:\Program Files\Common Files\VST3\Toner 1.0.0\Toner.vst3,,,1,VST3: Toner (Outobugi),31
,C:\Program Files\Common Files\VST3\Transperc.vst3,,,1,VST3: Transperc (Apisonic Labs),14
,C:\Program Files\Common Files\VST3\iZotope\Trash.vst3,,,1,VST3: Trash (iZotope),128
,C:\Program Files\Common Files\VST3\TremODeath.vst3,,,1,VST3: TremODeath (EvilTurtleProductions),8
,C:\Program Files\Common Files\VST3\TubeSaturatorVintage_64.vst3,,,1,VST3: Tube Saturator Vintage (Wave Arts),12
,C:\Program Files\Common Files\VST3\TugGlicento.vst3,,,1,VST3: TugGlicento (2Rule),538
,C:\Program Files\Common Files\VST3\TuPRE.vst3\Contents\x86_64-win\TuPRE.vst3,,,1,VST3: TuPRE (AnalogObsession),10
,C:\Program Files\Common Files\VST3\Uberloud.vst3,,,1,VST3: Uberloud (BOOM Interactive),16
,C:\Program Files\Common Files\VST3\Unfiltered Audio Bass Mint.vst3,,,1,VST3: Unfiltered Audio Bass Mint (Plugin Alliance),16
,C:\Program Files\Common Files\VST3\Unfiltered Audio Fault.vst3,,,1,VST3: Unfiltered Audio Fault (Plugin Alliance),2138
,C:\Program Files\Common Files\VST3\Unfiltered Audio G8.vst3,,,1,VST3: Unfiltered Audio G8 (Plugin Alliance) (4ch),2127
,C:\Program Files\Common Files\VST3\Unfiltered Audio lo-fi-af.vst3,,,1,VST3: Unfiltered Audio lo-fi-af (Plugin Alliance),39
,C:\Program Files\Common Files\VST3\Unfiltered Audio Sandman Pro.vst3,,,1,VST3: Unfiltered Audio Sandman Pro (Plugin Alliance),2139
,C:\Program Files\Common Files\VST3\Unfiltered Audio Silo.vst3,,,1,VST3: Unfiltered Audio Silo (Plugin Alliance),2127
,C:\Program Files\Common Files\VST3\Unfiltered Audio Zip.vst3,,,1,VST3: Unfiltered Audio Zip (Plugin Alliance),2117
,C:\Program Files\Common Files\VST3\ValhallaFreqEcho.vst3,,,1,"VST3: ValhallaFreqEcho (Valhalla DSP, LLC)",12
,C:\Program Files\Common Files\VST3\ValhallaSpaceModulator.vst3,,,1,"VST3: ValhallaSpaceModulator (Valhalla DSP, LLC)",10
,C:\Program Files\Common Files\VST3\ValhallaSupermassive.vst3,,,1,"VST3: ValhallaSupermassive (Valhalla DSP, LLC)",22
,C:\Program Files\Common Files\VST3\iZotope\Vinyl.vst3,,,1,VST3: Vinyl (iZotope),20
,C:\Program Files\Common Files\VST3\VISION 4X.vst3\Contents\x86_64-win\VISION 4X.vst3,,,1,VST3: VISION 4X (Excite Audio),2112
,C:\Program Files\Common Files\VST3\Voltage Modular\Voltage Modular FX.vst3,,,1,VST3: Voltage Modular FX (Cherry Audio) (4->8ch),2212
,C:\Program Files\Common Files\VST3\Fuse Audio Labs\VPRE-72.vst3,,,1,VST3: VPRE-72 (Fuse Audio Labs),13
,C:\Program Files\Common Files\VST3\Warmy EP1A V2.vst3,,,1,VST3: Warmy EP1A V2 (Kiive Audio),14
,C:\Program Files\Common Files\VST3\Warp.vst3,,,1,VST3: Warp (BABY Audio),8
,C:\Program Files\Common Files\VST3\Wave 1.2.0\Wave.vst3,,,1,VST3: Wave (Outobugi),11
,C:\Program Files\Common Files\VST3\Wider.vst3,,,1,VST3: Wider (Polyverse Music),8
,C:\Program Files\Common Files\VST3\Youlean Loudness Meter 2.vst3,,,1,VST3: Youlean Loudness Meter 2 (Youlean) (10ch),5
,C:\Program Files\Common Files\VST3\ZL Equalizer.vst3\Contents\x86_64-win\ZL Equalizer.vst3,,,1,VST3: ZL Equalizer (ZL),386
,C:\Program Files\Common Files\VST3\adc Clap.vst3,,,1,VST3i: adc Clap (Audec),2091
,C:\Program Files\Common Files\VST3\ADSR Sample Manager.vst3,,,1,VST3i: ADSR Sample Manager (ADSR),16
,C:\Program Files\Common Files\VST3\Attracktive.vst3\Contents\x86_64-win\Attracktive.vst3,,,1,VST3i: Attracktive (Tracktion),2124
,C:\Program Files\Common Files\VST3\beatassist.eu\BAT-S12\BAT-S12.vst3,,,1,VST3i: BAT-S12 (Duarte Vinagre) (26 out),460
,C:\Program Files\Common Files\VST3\bucketpops.vst3,,,1,VST3i: BucketPops (Full Bucket Music) (16 out),280
,C:\Program Files\Common Files\VST3\bx_oberhausen.vst3,,,1,VST3i: bx_oberhausen (Plugin Alliance),272
,C:\Program Files\Common Files\VST3\ChowKick.vst3\Contents\x86_64-win\ChowKick.vst3,,,1,VST3i: ChowKick (chowdsp),2106
,C:\Program Files\Common Files\VST3\Dexed.vst3\Contents\x86_64-win\Dexed.vst3,,,1,VST3i: Dexed (Digital Suburban),2241
,C:\Program Files\Common Files\VST3\Elsita\Elsita.vst3,,,1,VST3i: Elsita (MODE MACHINES) (mono),161
,C:\Program Files\Common Files\VST3\ExaktLite.vst3\Contents\x86_64-win\ExaktLite.vst3,,,1,VST3i: ExaktLite (Sonicbits),197
,C:\Program Files\Common Files\VST3\Expanse\includes\Expanse.vst3,,,1,VST3i: Expanse          (Puremagnetik),2091
,C:\Program Files\Common Files\VST3\Extended DSF Algorithms VST3.vst3,,,1,VST3i: Extended DSF Algorithms (Walter Hackett),2103
,C:\Program Files\Common Files\VST3\gRainbow.vst3\Contents\x86_64-win\gRainbow.vst3,,,1,VST3i: gRainbow (StrangeLoops),3080
,C:\Program Files\Common Files\VST3\Steinberg\HALion Sonic.vst3\Contents\x86_64-win\HALion Sonic.vst3,,,1,VST3i: HALion Sonic (Steinberg Media Technologies) (32 out),3540
,C:\Program Files\Common Files\VST3\Helm\helm.vst3,,,1,VST3i: Helm (Matt Tytel) (mono),2224
,C:\Program Files\Common Files\VST3\Just a Sample\Just a Sample.vst3,,,1,VST3i: JustASample (Binyamin Friedman),2131
,C:\Program Files\Common Files\VST3\Leems\Leems.vst3,,,1,VST3i: Leems (Puremagnetik),2120
,C:\Program Files\Common Files\VST3\MeldaProduction\MDrummer.vst3,,,1,VST3i: MDrummer (MeldaProduction) (32 out),2501
,C:\Program Files\Common Files\VST3\MeldaProduction\MDrummer16out.vst3,,,1,VST3i: MDrummer16out (MeldaProduction) (32 out),2501
,C:\Program Files\Common Files\VST3\MeldaProduction\MDrummer1out.vst3,,,1,VST3i: MDrummer1out (MeldaProduction),2501
,C:\Program Files\Common Files\VST3\MNDALA 2.vst3,,,1,VST3i: MNDALA 2 (MNTRA),2087
,C:\Program Files\Common Files\VST3\Momentum.vst3,,,1,VST3i: Momentum (Big Fish Audio) (32 out),2284
,C:\Program Files\Common Files\VST3\MeldaProduction\MPowerSynth.vst3,,,1,VST3i: MPowerSynth (MeldaProduction),2294
,C:\Program Files\Common Files\VST3\MeldaProduction\MSoundFactory.vst3,,,1,VST3i: MSoundFactory (MeldaProduction),2454
,C:\Program Files\Common Files\VST3\MeldaProduction\MSoundFactory6out.vst3,,,1,VST3i: MSoundFactory6out (MeldaProduction) (12 out),2454
,C:\Program Files\Common Files\VST3\OB-Xd 3.vst3\Contents\x86_64-win\OB-Xd 3.vst3,,,1,VST3i: OB-Xd (discoDSP),2170
,C:\Program Files\Common Files\VST3\Odin2.vst3,,,1,VST3i: Odin2 (TheWaveWarden),2342
,C:\Program Files\Common Files\VST3\Newfangled Audio\Pendulate.vst3,,,1,VST3i: Pendulate (Newfangled Audio),2489
,C:\Program Files\Common Files\VST3\Podolski(x64).vst3,,,1,VST3i: Podolski (u-he),2163
,C:\Program Files\Common Files\VST3\Noise Engineering\Sinc Vereor.vst3,,,1,VST3i: Sinc Vereor (Noise Engineering),2209
,C:\Program Files\Common Files\VST3\Sitala.vst3,,,1,VST3i: Sitala (Decomposer) (32 out),2276
,C:\Program Files\Common Files\VST3\SQKONE.vst3,,,1,VST3i: SQKONE (EvilTurtleProductions),48
,C:\Program Files\Common Files\VST3\Stochas.vst3,,,1,VST3i: Stochas (Surge Synth Team),2139
,C:\Program Files\Common Files\VST3\Surge Synth Team\Surge XT.vst3\Contents\x86_64-win\Surge XT.vst3,,,1,VST3i: Surge XT (Surge Synth Team) (2->6ch),2858
,C:\Program Files\Common Files\VST3\SyndtSphere.vst3,,,1,VST3i: SyndtSphere (Klevgrand),2096
,C:\Program Files\Common Files\VST3\Mastrcode Music\T-Force Zenith\T-Force Zenith\T-Force Zenith.vst3,,,1,VST3i: T-Force Zenith (Mastrcode Music),323
,C:\Program Files\Common Files\VST3\Tactic.vst3,,,1,VST3i: Tactic (Glitchmachines),2263
,C:\Program Files\Common Files\VST3\TAL-NoiseMaker.vst3,,,1,VST3i: TAL-NoiseMaker (TAL-Togu Audio Line),2172
,C:\Program Files\Common Files\VST3\Thump One.vst3\Contents\x86_64-win\Thump One.vst3,,,1,VST3i: Thump One (Toybox),2126
,C:\Program Files\Common Files\VST3\Triaz Player.vst3,,,1,VST3i: Triaz Player (Wave Alchemy) (32 out),2264
