fx_display,fx_ident,fx_type,base_name,loaded_ok,load_name_used,param_count
,ReaTeam JSFX/Distortion/rcjach_RCInflator.jsfx,,,1,JS: RCInflator (Oxford Edition),8
,ReaTeam JSFX/Distortion/RCInflator2_Ideal.jsfx,,,1,JS: RCInflator 2 (Ideal Edition),10
,ReaTeam JSFX/Distortion/RCInflator2_Oxford.jsfx,,,1,JS: RCInflator 2 (Oxford Edition),10
,sstillwell/realoud,,,1,JS: ReaLoud,4
,sstillwell/realoud_lpf,,,1,JS: ReaLoud LP,7
,ReaTeam JSFX/Synth/ReaRack Modular Synth/TimeWaster_ReaRack2 Amplifier.jsfx,,,1,JS: ReaRack2 - Amplifier,11
,ReaTeam JSFX/Synth/ReaRack Modular Synth/TimeWaster_ReaRack2 Audio-MIDI.jsfx,,,1,JS: ReaRack2 - Audio<-->MIDI,12
,ReaTeam JSFX/Synth/ReaRack Modular Synth/TimeWaster_ReaRack2 EnvGen.jsfx,,,1,JS: ReaRack2 - Envelope Generator,41
,ReaTeam JSFX/Synth/ReaRack Modular Synth/TimeWaster_ReaRack2 EnvMultiTool.jsfx,,,1,JS: ReaRack2 - Envelope Multi-Tool,15
,ReaTeam JSFX/Synth/ReaRack Modular Synth/TimeWaster_ReaRack2 Filter.jsfx,,,1,JS: ReaRack2 - Filter,16
,ReaTeam JSFX/Synth/ReaRack Modular Synth/TimeWaster_ReaRack2 FilterMoog24db.jsfx,,,1,JS: ReaRack2 - Filter Moog 24 db,20
,ReaTeam JSFX/Synth/ReaRack Modular Synth/TimeWaster_ReaRack2 KSDelay.jsfx,,,1,JS: ReaRack2 - Karplus-Strong Delay,13
,ReaTeam JSFX/Synth/ReaRack Modular Synth/TimeWaster_ReaRack2 KeyFollower.jsfx,,,1,JS: ReaRack2 - Key Follower,11
,ReaTeam JSFX/Synth/ReaRack Modular Synth/TimeWaster_ReaRack2 LFO.jsfx,,,1,JS: ReaRack2 - LFO,25
,ReaTeam JSFX/Synth/ReaRack Modular Synth/TimeWaster_ReaRack2 MIDImixer.jsfx,,,1,JS: ReaRack2 - MIDI Mixer,16
,ReaTeam JSFX/Synth/ReaRack Modular Synth/TimeWaster_ReaRack2 Nonlinearizer.jsfx,,,1,JS: ReaRack2 - Nonlinearizer,14
,ReaTeam JSFX/Synth/ReaRack Modular Synth/TimeWaster_ReaRack2 NoteFilter.jsfx,,,1,JS: ReaRack2 - Note Filter,15
,ReaTeam JSFX/Synth/ReaRack Modular Synth/TimeWaster_ReaRack2 NoteScope.jsfx,,,1,JS: ReaRack2 - Note Scope,10
,ReaTeam JSFX/Synth/ReaRack Modular Synth/TimeWaster_ReaRack2 Oscillator-Additive.jsfx,,,1,JS: ReaRack2 - Oscillator-Additive,29
,ReaTeam JSFX/Synth/ReaRack Modular Synth/TimeWaster_ReaRack2 Oscillator-Noise.jsfx,,,1,JS: ReaRack2 - Oscillator-Noise,7
,ReaTeam JSFX/Synth/ReaRack Modular Synth/TimeWaster_ReaRack2 Oscillator-Trapezoidal.jsfx,,,1,JS: ReaRack2 - Oscillator-Trapezoidal,29
,ReaTeam JSFX/Synth/ReaRack Modular Synth/TimeWaster_ReaRack2 Oscillator-TwinSaw.jsfx,,,1,JS: ReaRack2 - Oscillator-Twin-Saw,34
,ReaTeam JSFX/Synth/ReaRack Modular Synth/TimeWaster_ReaRack2 PolySplitter.jsfx,,,1,JS: ReaRack2 - Poly Splitter,8
,ReaTeam JSFX/Synth/ReaRack Modular Synth/Timewaster_ReaRack2 SampleAndHold.jsfx,,,1,JS: ReaRack2 - Sample and Hold,11
,ReaTeam JSFX/Synth/ReaRack Modular Synth/TimeWaster_ReaRack2 Trigger.jsfx,,,1,JS: ReaRack2 - Trigger,13
,ReaTeam JSFX/Filter/tilr_SKFilter/skf.Saike_Yutani_upsamplers,,,1,JS: ReaTeam JSFX/Filter/tilr_SKFilter/skf.Saike_Yutani_upsamplers,3
,ReaTeam JSFX/Utility/ReaperBlog_Macro Controller.jsfx,,,1,JS: ReaTeam JSFX/Utility/ReaperBlog_Macro Controller.jsfx,8
,filters/resonantlowpass,,,1,JS: Resonant Lowpass Filter,5
,Liteon/ringmodulator,,,1,JS: Ring Modulator,11
,ReaTeam JSFX/Routing/mschnell_Midi_Route_Note_On.jsfx,,,1,JS: Route Note On,11
,ReaTeam JSFX/Routing/mrelwood_Routter.jsfx,,,1,JS: Routter,12
,MPL Scripts/FX specific/mpl_RS5k_manager_MacroControls.jsfx,,,1,JS: RS5K_manager_MacroControls,52
,MPL Scripts/FX specific/mpl_RS5K_manager_MIDIBUS_choke.jsfx,,,1,JS: RS5K_manager_MIDIBUS_choke,5
,MPL Scripts/FX specific/mpl_RS5K_manager_sysex_handler.jsfx,,,1,JS: RS5K_manager_sysex_handler,4
,loser/Saturation,,,1,JS: Saturation,4
,ReaTeam JSFX/MIDI/mschnell_Send All Notes Off.jsfx,,,1,JS: Send All Notes Off,7
,X-Raym Scripts/JSFX/X-Raym_Send MIDI text at playstate change.jsfx,,,1,JS: Send MIDI text at playstate change,3
,Liteon/shelvingfilter,,,1,JS: Shelving Filter,9
,ReaTeam JSFX/Synth/TiaR_Shepard Paradoxical Synth.jsfx,,,1,JS: Shepard Paradoxical Synth,26
,X-Raym Scripts/JSFX/X-Raym_Silence meter.jsfx,,,1,JS: Silence Meter,10
,Liteon/simplelp6db,,,1,JS: Simple 1-Pole Filter,7
,loser/SP1LimiterJS,,,1,JS: Simple Peak-1 Limiter,4
,ReaTeam JSFX/Utility/denisfilippov_Simple Stereo Width Control.jsfx,,,1,JS: Simple Stereo Width Control,4
,synthesis/sine_sweep,,,1,JS: Sine Sweep Generator,4
,ReaTeam JSFX/Filter/tilr_SKFilter.jsfx,,,1,JS: SKFilter,11
,ReaTeam JSFX/MIDI/mschnell_MIDI Slider and MIDI CC.jsfx,,,1,JS: Slider and MIDI CC,10
,ReaTeam JSFX/MIDI/mschnell_Slider to MIDI NRPM.jsfx,,,1,JS: Slider to MIDI NRPM,8
,ReaTeam JSFX/Utility/mschnell_Slider to Midi PS.jsfx,,,1,JS: Slider to Midi PS,5
,utility/smpte_ltc_reader,,,1,JS: SMPTE LTC Reader/Meter,4
,schwa/soft_clipper,,,1,JS: Soft Clipper/Limiter,5
,synthesis/spectral_hold,,,1,JS: Spectral Hold (Cockos),15
,analysis/gfxspectrograph,,,1,JS: Spectrograph Spectrogram Meter (Cockos),9
,filters/spectro_filter_paint,,,1,JS: Spectropaint Filter,9
,analysis/spectropaint,,,1,JS: Spectropaint Synthesis,8
,ReaTeam Extensions/Control Surfaces/Splits/JS/(LR-Split),,,1,"JS: Splits ch 1/2 in L/R. L -> 1/2, R -> 3/4",3
,ReaTeam Extensions/Control Surfaces/Splits/JS/(LH-Split),,,1,"JS: Splits ch 1/2 in LF/HF. LF -> 1/2, HF -> 3/4",5
,ReaTeam Extensions/Control Surfaces/Splits/JS/(LMMH-Split),,,1,"JS: Splits ch 1/2 in LF/LM/HM/HF. LF -> 1/2, LfLm -> 3/4, HM -> 5/6, HF -> 7/8",9
,ReaTeam Extensions/Control Surfaces/Splits/JS/(LMH-Split),,,1,"JS: Splits ch 1/2 in LF/MF/HF. LF -> 1/2, MF -> 3/4, HF -> 5/6",7
,ReaTeam Extensions/Control Surfaces/Splits/JS/(MS-Split),,,1,"JS: Splits ch 1/2 in M/S. M -> 1/2, S -> 3/4",3
,Liteon/statevariable,,,1,JS: State Variable Morphing Filter,10
,ReaTeam Scripts/MIDI Editor/cfillion_Step sequencing (replace mode).jsfx,,,1,JS: Step sequencing (replace mode) by cfillion,4
,utility/chanmix2,,,1,JS: Stereo Channel Volume/Pan/Polarity Control,9
,ReaTeam JSFX/Modulation/TiaR_ChopChop.jsfx,,,1,JS: Stereo Chop chop,18
,X-Raym Scripts/JSFX/X-Raym_Stereo downmixer.jsfx,,,1,JS: Stereo downmixer,3
,loser/stereoEnhancer,,,1,JS: Stereo Enhancer,6
,loser/StereoField,,,1,JS: Stereo Field Manipulator,7
,loser/stereo,,,1,JS: Stereo Upmix,4
,sstillwell/stereowidth,,,1,JS: Stereo Width,8
,sstillwell/width,,,1,JS: Subtractive Stereo Enhancer,5
,loopsamplers/super8,,,1,JS: Super8 MIDI-controlled synchronized looper (Cockos),5
,ReaTeam JSFX/MIDI/cfillion_Sustain pedal to note length.jsfx,,,1,JS: Sustain pedal to note length,7
,filters/sweepinglowpass,,,1,JS: Sweeping Resonant Lowpass Filter,7
,IX/SwixMitch,,,1,"JS: SwixMitch (4x Stereo In, 2 Bus X-Fader)",8
,sstillwell/thunderkick,,,1,JS: Thunderkick,7
,Liteon/tilteq,,,1,JS: Tilt Equalizer,7
,delay/time_adjustment,,,1,JS: Time Adjustment Delay,7
,ReaTeam JSFX/Utility/CoreyScogin_TimeDelayByDistance.jsfx,,,1,JS: Time Delay by Distance,7
,loser/timeDifferencePan,,,1,JS: Time Difference Pan,4
,remaincalm_org/tonegate,,,1,JS: Tone Gate,13
,synthesis/tonegenerator,,,1,JS: Tone Generator,10
,X-Raym Scripts/JSFX/X-Raym_Tone generator with playstate.jsfx,,,1,JS: Tone Generator with playstate,12
,misc/tonifier,,,1,JS: Tonifier,11
,misc/tonifier2,,,1,JS: Tonifier v2,11
,loser/TransientController,,,1,JS: Transient Controller,6
,ReaTeam JSFX/Dynamic/ersh_Transient Controller 2.jsfx,,,1,JS: Transient Controller 2,11
,loser/TransientKiller,,,1,JS: Transient Killer,5
,Till/Transient-driven Auto-Pan v1.0 (Receiver),,,1,JS: Transient-Driven Auto-Pan (Receiver),13
,Till/Transient-driven Auto-Pan v1.0 (Transmitter),,,1,JS: Transient-Driven Auto-Pan (Transmitter),18
,Till/Transient-driven Auto-Pan v1.1 (Receiver),,,1,JS: Transient-Driven Auto-Pan v1.1 (Receiver),13
,Till/Transient-driven Auto-Pan v1.1 (Transmitter),,,1,JS: Transient-Driven Auto-Pan v1.1 (Transmitter),18
,guitar/tremolo,,,1,JS: Tremolo,6
,ReaTeam JSFX/MIDI/ee33_Triggered Random Modal Riffer.jsfx,,,1,JS: Triggered Random Modal Riffer,8
,loser/UpwardExpander,,,1,JS: Upward Expander,12
,utility/vca_follow,,,1,JS: VCA Follow,4
,ReaTeam Scripts/MIDI Editor/kl_Preset velocity/Velocity Slider.jsfx,,,1,JS: Velocity Slider,4
,misc/video_sample_peeker,,,1,JS: video sample peeker,4
,utility/volume,,,1,JS: Volume Adjustment,5
,ReaTeam JSFX/Utility/nofish_Volume utility +-10db (sample accurate automation).jsfx,,,1,JS: Volume utility +-10db (sample accurate automation),4
,utility/volume_pan,,,1,JS: Volume/Pan Smoother,6
,utility/volume_pan_sample_accurate_auto,,,1,JS: Volume/Pan Smoother v5,6
,Liteon/vumetergfx,,,1,JS: VU Meter,5
,Liteon/vumetergfxsum,,,1,JS: VU Meter (Summed),5
,ReaTeam JSFX/Utility/zenomod_VU Meter (ZenoMOD).jsfx,,,1,JS: VU Meter (ZenoMOD),34
,guitar/wah,,,1,JS: Wah-Wah,7
,loser/waveShapingDstr,,,1,JS: Waveshaping Distortion,4
,loser/WhiteNoise,,,1,JS: White Noise Generator,5
,analysis/WigMCVUMeter,,,1,JS: WigWare Multi-channel Peak VU Meter,7
,X-Raym Scripts/JSFX/X-Raym_Tap tempo.jsfx,,,1,JS: XR Tap Tempo,10
,ReaTeam JSFX/MIDI/mschnell_XY Pad.jsfx,,,1,JS: XY Pad,8
,ReaTeam JSFX/MIDI/mschnellsid_XY Pad X.jsfx,,,1,JS: XY Pad X,9
,ReaTeam JSFX/Modulation/TiaR_Ze Big Chorus.jsfx,,,1,JS: Ze Big Chorus,16
,ReaTeam JSFX/Synth/TiaR_Ze Cheesy Harmonic Synth.jsfx,,,1,JS: Ze Cheesy Harmonic Synth,30
,ReaTeam JSFX/Synth/TiaR_Ze DigiThArmOrgan.jsfx,,,1,JS: Ze DigiThArmOrgan,43
,ReaTeam JSFX/Distortion/TiaR_Ze Morpho Dist.jsfx,,,1,JS: Ze Morpho Dist,30
,ReaTeam JSFX/Synth/TiaR_Ze Musette Organ.jsfx,,,1,JS: Ze Musette Organ,20
,ReaTeam JSFX/Modulation/TiaR_Ze Little Scanner Chorus.jsfx,,,1,JS: Ze Scanner Chorus,16
,loser/ZeroCrossingMaximizer,,,1,JS: Zero Crossing Maximizer,6
,analysis/zoomanalyzer,,,1,JS: Zoom Analyzer Demo,3
,ReWire: [Disabled]Ableton Live,,,1,ReWire: [Disabled]Ableton Live,3
,ReWire: REAPER,,,1,ReWire: REAPER,3
,Video processor,,,1,Video processor,3
,C:\Program Files\Common Files\VST3\7Q.vst3,,,1,VST3: 7Q (MANDA AUDIO),1074
,C:\Program Files\Common Files\VST3\A1AUDIO.de\A1StereoControl-x64.vst3,,,1,VST3: A1StereoControl (A1AUDIO.de),54
,C:\Program Files\Common Files\VST3\A1AUDIO.de\A1TriggerGate-x64.vst3,,,1,VST3: A1TriggerGate (A1AUDIO.de),354
,C:\Program Files\Common Files\VST3\Acon Digital\Multiply.vst3,,,1,VST3: Acon Digital Multiply (Acon Digital),36
,C:\Program Files\Common Files\VST3\adc Crush 2.vst3,,,1,VST3: adc Crush 2 (Audec),8
,C:\Program Files\Common Files\VST3\adc Extra Pan.vst3,,,1,VST3: adc Extra Pan (Audec),5
,C:\Program Files\Common Files\VST3\adc Haas 2.vst3,,,1,VST3: adc Haas 2 (Audec),10
,C:\Program Files\Common Files\VST3\adc Mono.vst3,,,1,VST3: adc Mono (Audec),5
,C:\Program Files\Common Files\VST3\adc Ring 2.vst3,,,1,VST3: adc Ring 2 (Audec),8
,C:\Program Files\Common Files\VST3\adc Shape Lite 2.vst3,,,1,VST3: adc Shape Lite 2 (Audec),14
,C:\Program Files\Common Files\VST3\adc Spread Delay.vst3,,,1,VST3: adc Spread Delay (Audec),19
,C:\Program Files\Common Files\VST3\adc Spread Delay Lite.vst3,,,1,VST3: adc Spread Delay Lite (Audec),11
,C:\Program Files\Common Files\VST3\adc Transient.vst3,,,1,VST3: adc Transient (Audec),12
,C:\Program Files\Common Files\VST3\adc Transient Lite.vst3,,,1,VST3: adc Transient Lite (Audec),7
,C:\Program Files\Common Files\VST3\adc Vectorscope 2.vst3,,,1,VST3: adc Vectorscope 2 (Audec),4
,C:\Program Files\Common Files\VST3\Bertom_AirShelf.vst3,,,1,VST3: Air Shelf (Bertom),6
,C:\Program Files\Common Files\VST3\AirMusic.vst3,,,1,VST3: AirMusic (Sound Particles),7
,C:\Program Files\Common Files\VST3\Airwindows (with BaconPaul and members of the Surge Synth Team)\Airwindows Consolidated.vst3\Contents\x86_64-win\Airwindows Consolidated.vst3,,,1,VST3: Airwindows Consolidated (Airwindows),17
,C:\Program Files\Common Files\VST3\Diagnostic Studio\Analista\Analista.vst3,,,1,VST3: Analista (Duarte Vinagre),145
,C:\Program Files\Common Files\VST3\AnSpec.vst3,,,1,VST3: AnSpec (Voxengo),9
,C:\Program Files\Common Files\VST3\Backmask.vst3,,,1,VST3: Backmask (Freakshow Industries),13
,C:\Program Files\Common Files\VST3\Boz Digital Labs\Bark of Dog 3.vst3,,,1,VST3: Bark of Dog 3 (Boz Digital Labs) (mono),12
,C:\Program Files\Common Files\VST3\Basslane.vst3,,,1,VST3: Basslane (Tone Projects),15
,C:\Program Files\Common Files\VST3\BaxterEQ (64).vst3,,,1,VST3: BaxterEQ (Variety Of Sound),2102
,C:\Program Files\Common Files\VST3\Beat Slammer.vst3\Contents\x86_64-win\Beat Slammer.vst3,,,1,VST3: Beat Slammer (BABY Audio),8
,C:\Program Files\Common Files\VST3\Beeper.vst3,,,1,VST3: Beeper (Voxengo),11
,C:\Program Files\Common Files\VST3\BLENDEQ.vst3\Contents\x86_64-win\BLENDEQ.vst3,,,1,VST3: BLENDEQ (AnalogObsession),24
,C:\Program Files\Common Files\VST3\BlindfoldEQ.vst3,,,1,VST3: Blindfold EQ (AudioThing),22
,C:\Program Files\Common Files\VST3\BC Chorus 4 VST3(Mono).vst3,,,1,VST3: Blue Cat's Chorus 4 (Mono) (Blue Cat Audio),2109
,C:\Program Files\Common Files\VST3\BC Chorus 4 VST3(Stereo).vst3,,,1,VST3: Blue Cat's Chorus 4 (Stereo) (Blue Cat Audio),2109
,C:\Program Files\Common Files\VST3\BC Flanger 3 VST3(Mono).vst3,,,1,VST3: Blue Cat's Flanger 3 (Mono) (Blue Cat Audio),2110
,C:\Program Files\Common Files\VST3\BC Flanger 3 VST3(Stereo).vst3,,,1,VST3: Blue Cat's Flanger 3 (Stereo) (Blue Cat Audio),2110
,C:\Program Files\Common Files\VST3\BC Free Amp VST3.vst3,,,1,VST3: Blue Cat's Free Amp (Blue Cat Audio),2109
,C:\Program Files\Common Files\VST3\BC FreqAnalyst 2 VST3(Mono).vst3,,,1,VST3: Blue Cat's FreqAnalyst 2 (Mono) (Blue Cat Audio),2108
,C:\Program Files\Common Files\VST3\BC FreqAnalyst 2 VST3(Stereo).vst3,,,1,VST3: Blue Cat's FreqAnalyst 2 (Stereo) (Blue Cat Audio),2108
,C:\Program Files\Common Files\VST3\BC Gain 3 VST3(Dual).vst3,,,1,VST3: Blue Cat's Gain 3 (Dual) (Blue Cat Audio),2104
,C:\Program Files\Common Files\VST3\BC Gain 3 VST3(Mono).vst3,,,1,VST3: Blue Cat's Gain 3 (Mono) (Blue Cat Audio),2102
,C:\Program Files\Common Files\VST3\BC Gain 3 VST3(Stereo).vst3,,,1,VST3: Blue Cat's Gain 3 (Stereo) (Blue Cat Audio),2102
,C:\Program Files\Common Files\VST3\BC Phaser 3 VST3(Mono).vst3,,,1,VST3: Blue Cat's Phaser 3 (Mono) (Blue Cat Audio),2110
,C:\Program Files\Common Files\VST3\BC Phaser 3 VST3(Stereo).vst3,,,1,VST3: Blue Cat's Phaser 3 (Stereo) (Blue Cat Audio),2110
,C:\Program Files\Common Files\VST3\BC Triple EQ 4 VST3(Dual).vst3,,,1,VST3: Blue Cat's Triple EQ 4 (Dual) (Blue Cat Audio),2114
,C:\Program Files\Common Files\VST3\BC Triple EQ 4 VST3(Mono).vst3,,,1,VST3: Blue Cat's Triple EQ 4 (Mono) (Blue Cat Audio),2107
,C:\Program Files\Common Files\VST3\BC Triple EQ 4 VST3(Stereo).vst3,,,1,VST3: Blue Cat's Triple EQ 4 (Stereo) (Blue Cat Audio),2107
,C:\Program Files\Common Files\VST3\BPB Saturator Plus.vst3,,,1,VST3: BPB Saturator Plus (Bedroom Producers Blog),12
,C:\Program Files\Common Files\VST3\Brandulator.vst3,,,1,VST3: Brandulator (Stone Voices),120
,C:\Program Files\Common Files\VST3\BreadSlicer.vst3\Contents\x86_64-win\BreadSlicer.vst3,,,1,VST3: BreadSlicer (Audioblast),8
,C:\Program Files\Common Files\VST3\BritChannel.vst3\Contents\x86_64-win\BritChannel.vst3,,,1,VST3: BritChannel (AnalogObsession),15
,C:\Program Files\Common Files\VST3\BritPre.vst3\Contents\x86_64-win\BritPre.vst3,,,1,VST3: BritPre (AnalogObsession),13
,C:\Program Files\Common Files\VST3\Britpressor.vst3\Contents\x86_64-win\Britpressor.vst3,,,1,VST3: Britpressor (AnalogObsession),19
,C:\Program Files\Common Files\VST3\BT-Clipper.vst3,,,1,VST3: BT-Clipper (Viator DSP),20
,C:\Program Files\Common Files\VST3\bx_2098 EQ.vst3,,,1,VST3: bx_2098 EQ (Plugin Alliance),79
,C:\Program Files\Common Files\VST3\bx_aura.vst3,,,1,VST3: bx_aura (Plugin Alliance),41
,C:\Program Files\Common Files\VST3\bx_bassdude.vst3,,,1,VST3: bx_bassdude (Plugin Alliance),32
,C:\Program Files\Common Files\VST3\bx_blackdist2.vst3,,,1,VST3: bx_blackdist2 (Plugin Alliance),9
,C:\Program Files\Common Files\VST3\bx_bluechorus2.vst3,,,1,VST3: bx_bluechorus2 (Plugin Alliance),9
,C:\Program Files\Common Files\VST3\bx_boom.vst3,,,1,VST3: bx_boom (Plugin Alliance),7
,C:\Program Files\Common Files\VST3\bx_boom V3.vst3,,,1,VST3: bx_boom V3 (Plugin Alliance),15
,C:\Program Files\Common Files\VST3\bx_cleansweep Pro.vst3,,,1,VST3: bx_cleansweep Pro (Plugin Alliance),18
,C:\Program Files\Common Files\VST3\bx_cleansweep V2.vst3,,,1,VST3: bx_cleansweep V2 (Plugin Alliance),12
,C:\Program Files\Common Files\VST3\bx_clipper.vst3,,,1,VST3: bx_clipper (Plugin Alliance),31
,C:\Program Files\Common Files\VST3\bx_console AMEK 200.vst3,,,1,VST3: bx_console AMEK 200 (Plugin Alliance),83
,C:\Program Files\Common Files\VST3\bx_console AMEK 9099.vst3,,,1,VST3: bx_console AMEK 9099 (Plugin Alliance),88
,C:\Program Files\Common Files\VST3\bx_console Focusrite SC.vst3,,,1,VST3: bx_console Focusrite SC (Plugin Alliance),70
,C:\Program Files\Common Files\VST3\bx_console N.vst3,,,1,VST3: bx_console N (Plugin Alliance),58
,C:\Program Files\Common Files\VST3\bx_console SSL 4000 E.vst3,,,1,VST3: bx_console SSL 4000 E (Plugin Alliance),57
,C:\Program Files\Common Files\VST3\bx_console SSL 4000 G.vst3,,,1,VST3: bx_console SSL 4000 G (Plugin Alliance),59
,C:\Program Files\Common Files\VST3\bx_console SSL 9000 J.vst3,,,1,VST3: bx_console SSL 9000 J (Plugin Alliance),60
,C:\Program Files\Common Files\VST3\bx_control V2.vst3,,,1,VST3: bx_control V2 (Plugin Alliance),31
,C:\Program Files\Common Files\VST3\bx_crispyscale.vst3,,,1,VST3: bx_crispyscale (Plugin Alliance),2084
,C:\Program Files\Common Files\VST3\bx_crispytuner.vst3,,,1,VST3: bx_crispytuner (Plugin Alliance),2101
,C:\Program Files\Common Files\VST3\bx_delay2500.vst3,,,1,VST3: bx_delay2500 (Plugin Alliance),57
,C:\Program Files\Common Files\VST3\bx_digital V3.vst3,,,1,VST3: bx_digital V3 (Plugin Alliance),129
,C:\Program Files\Common Files\VST3\bx_digital V3 mix.vst3,,,1,VST3: bx_digital V3 mix (Plugin Alliance),56
,C:\Program Files\Common Files\VST3\bx_dynEQ V2.vst3,,,1,VST3: bx_dynEQ V2 (Plugin Alliance),68
,C:\Program Files\Common Files\VST3\bx_dynEQ V2 Mono.vst3,,,1,VST3: bx_dynEQ V2 Mono (Plugin Alliance),26
,C:\Program Files\Common Files\VST3\bx_enhancer.vst3,,,1,VST3: bx_enhancer (Plugin Alliance),30
,C:\Program Files\Common Files\VST3\bx_glue.vst3,,,1,VST3: bx_glue (Plugin Alliance),34
,C:\Program Files\Common Files\VST3\bx_greenscreamer.vst3,,,1,VST3: bx_greenscreamer (Plugin Alliance),9
,C:\Program Files\Common Files\VST3\bx_hybrid V2.vst3,,,1,VST3: bx_hybrid V2 (Plugin Alliance),106
,C:\Program Files\Common Files\VST3\bx_hybrid V2 mix.vst3,,,1,VST3: bx_hybrid V2 mix (Plugin Alliance),44
,C:\Program Files\Common Files\VST3\bx_limiter.vst3,,,1,VST3: bx_limiter (Plugin Alliance),14
,C:\Program Files\Common Files\VST3\bx_limiter True Peak.vst3,,,1,VST3: bx_limiter True Peak (Plugin Alliance),25
,C:\Program Files\Common Files\VST3\bx_masterdesk.vst3,,,1,VST3: bx_masterdesk (Plugin Alliance),26
,C:\Program Files\Common Files\VST3\bx_masterdesk Classic.vst3,,,1,VST3: bx_masterdesk Classic (Plugin Alliance),15
,C:\Program Files\Common Files\VST3\bx_masterdesk Pro.vst3,,,1,VST3: bx_masterdesk Pro (Plugin Alliance),61
,C:\Program Files\Common Files\VST3\bx_masterdesk True Peak.vst3,,,1,VST3: bx_masterdesk True Peak (Plugin Alliance),28
,C:\Program Files\Common Files\VST3\bx_megadual.vst3,,,1,VST3: bx_megadual (Plugin Alliance),50
,C:\Program Files\Common Files\VST3\bx_megasingle.vst3,,,1,VST3: bx_megasingle (Plugin Alliance),41
,C:\Program Files\Common Files\VST3\bx_metal2.vst3,,,1,VST3: bx_metal2 (Plugin Alliance),12
,C:\Program Files\Common Files\VST3\bx_meter.vst3,,,1,VST3: bx_meter (Plugin Alliance),12
,C:\Program Files\Common Files\VST3\bx_opto.vst3,,,1,VST3: bx_opto (Plugin Alliance),13
,C:\Program Files\Common Files\VST3\bx_opto Pedal.vst3,,,1,VST3: bx_opto Pedal (Plugin Alliance),9
,C:\Program Files\Common Files\VST3\bx_panEQ.vst3,,,1,VST3: bx_panEQ (Plugin Alliance),28
,C:\Program Files\Common Files\VST3\bx_refinement.vst3,,,1,VST3: bx_refinement (Plugin Alliance),20
,C:\Program Files\Common Files\VST3\bx_refinement V3.vst3,,,1,VST3: bx_refinement V3 (Plugin Alliance),28
,C:\Program Files\Common Files\VST3\bx_rockergain100.vst3,,,1,VST3: bx_rockergain100 (Plugin Alliance),35
,C:\Program Files\Common Files\VST3\bx_rockrack V3.vst3,,,1,VST3: bx_rockrack V3 (Plugin Alliance),85
,C:\Program Files\Common Files\VST3\bx_rockrack V3 Player.vst3,,,1,VST3: bx_rockrack V3 Player (Plugin Alliance),7
,C:\Program Files\Common Files\VST3\bx_rooMS.vst3,,,1,VST3: bx_rooMS (Plugin Alliance),49
,C:\Program Files\Common Files\VST3\bx_saturator V2.vst3,,,1,VST3: bx_saturator V2 (Plugin Alliance),50
,C:\Program Files\Common Files\VST3\bx_shredspread.vst3,,,1,VST3: bx_shredspread (Plugin Alliance),20
,C:\Program Files\Common Files\VST3\bx_solo.vst3,,,1,VST3: bx_solo (Plugin Alliance),12
,C:\Program Files\Common Files\VST3\bx_stereomaker.vst3,,,1,VST3: bx_stereomaker (Plugin Alliance),21
,C:\Program Files\Common Files\VST3\bx_subfilter.vst3,,,1,VST3: bx_subfilter (Plugin Alliance),11
,C:\Program Files\Common Files\VST3\bx_subsynth.vst3,,,1,VST3: bx_subsynth (Plugin Alliance),27
,C:\Program Files\Common Files\VST3\bx_townhouse Buss Compressor.vst3,,,1,VST3: bx_townhouse Buss Compressor (Plugin Alliance),18
,C:\Program Files\Common Files\VST3\bx_tuner.vst3,,,1,VST3: bx_tuner (Plugin Alliance),8
,C:\Program Files\Common Files\VST3\bx_XL V2.vst3,,,1,VST3: bx_XL V2 (Plugin Alliance),62
,C:\Program Files\Common Files\VST3\bx_XL V3.vst3,,,1,VST3: bx_XL V3 (Plugin Alliance),66
,C:\Program Files\Common Files\VST3\bx_yellowdrive.vst3,,,1,VST3: bx_yellowdrive (Plugin Alliance),9
,C:\Program Files\Common Files\VST3\BYOD.vst3\Contents\x86_64-win\BYOD.vst3,,,1,VST3: BYOD (chowdsp),2594
,C:\Program Files\Common Files\VST3\CHANNEV.vst3\Contents\x86_64-win\CHANNEV.vst3,,,1,VST3: CHANNEV (AnalogObsession),53
,C:\Program Files\Common Files\VST3\ChowCentaur.vst3\Contents\x86_64-win\ChowCentaur.vst3,,,1,VST3: ChowCentaur (chowdsp),10
,C:\Program Files\Common Files\VST3\ChowMatrix.vst3\Contents\x86_64-win\ChowMatrix.vst3,,,1,VST3: ChowMatrix (chowdsp),670
,C:\Program Files\Common Files\VST3\ChowMultiTool.vst3\Contents\x86_64-win\ChowMultiTool.vst3,,,1,VST3: ChowMultiTool (chowdsp) (2->12ch),2168
,C:\Program Files\Common Files\VST3\ChowPhaserMono.vst3\Contents\x86_64-win\ChowPhaserMono.vst3,,,1,VST3: ChowPhaserMono (chowdsp),14
,C:\Program Files\Common Files\VST3\ChowPhaserStereo.vst3\Contents\x86_64-win\ChowPhaserStereo.vst3,,,1,VST3: ChowPhaserStereo (chowdsp),24
,C:\Program Files\Common Files\VST3\CHOWTapeModel.vst3\Contents\x86_64-win\CHOWTapeModel.vst3,,,1,VST3: CHOWTapeModel (chowdsp),57
